#TYPE System.Data.DataRow
"AddressID","AddressLine1","AddressLine2","City","StateProvince","CountryRegion","PostalCode","rowguid","ModifiedDate"
"518","995 Crescent","","Richmond Hill","Ontario","Canada","L4E 3M5","0b49022d-8b49-4cf6-b0a3-46231cd48441","9/1/2007 12:00:00 AM"
"519","2500-622 5th Ave Sw","","Calgary","Alberta","Canada","T2P 2G8","13754965-6a09-4343-968c-8699c27fdfaa","8/1/2006 12:00:00 AM"
"520","6700 Boul Taschereau","","Brossard","Quebec","Canada","J4Z 1C5","b730eaff-5828-4c8c-86c1-9137f50fca48","9/1/2005 12:00:00 AM"
"521","55 Standish Court","","Mississauga","Ontario","Canada","L5B 3V4","97c329e2-fa67-4478-aa7b-78a8deecf7ca","9/1/2006 12:00:00 AM"
"522","43251 Viking Way, Unit 130","","Richmond","British Columbia","Canada","V6B 3P7","842bcbe5-9da5-42d5-a4bb-4197db5b69c7","2/1/2007 12:00:00 AM"
"523","46990 Viking Way","","Richmond","British Columbia","Canada","V6B 3P7","85c88cd6-682c-4358-9f8c-5a24f4ccfd98","8/1/2005 12:00:00 AM"
"524","9693 Louis H Lafontaine","","Ville De'anjou","Quebec","Canada","J1G 2R3","acc21bd9-fb1b-4764-941b-2fb98aa4eb27","8/1/2006 12:00:00 AM"
"525","69251 Creditview Road","","Mississauga","Ontario","Canada","L5B 3V4","2ca11975-213a-46fb-a0be-2529003074cc","7/1/2005 12:00:00 AM"
"526","251420a 170th Street","","Edmonton","Alberta","Canada","T5","476d80ae-69a0-480d-9df3-8fd0c1095a21","7/1/2006 12:00:00 AM"
"527","252851 Rowan Place","","Richmond","British Columbia","Canada","V6B 3P7","11eaee50-8a14-4b81-951e-86701b6f60c0","9/1/2006 12:00:00 AM"
"528","5990 Avebury Road","","Mississauga","Ontario","Canada","L5B 3V4","d9928ccc-fc35-435a-8a0f-6887813e0e06","9/1/2005 12:00:00 AM"
"529","254480 River Rd","","Richmond","British Columbia","Canada","V6B 3P7","034076fd-cd0e-4ead-864e-8ce7f47d6612","7/1/2005 12:00:00 AM"
"530","Suite #9902","","North York","Ontario","Canada","M4C 4K6","fe36e0c8-ad8a-4d2c-bc53-5d69be5a9ce7","7/1/2005 12:00:00 AM"
"531","5th Floor, 79 Place D'armes","","Kingston","Ontario","Canada","7L","f6fb5f79-c5fa-4a7c-8d75-6e9243360308","11/1/2006 12:00:00 AM"
"532","#500-75 O'Connor Street","","Ottawa","Ontario","Canada","K4B 1S2","1b58b9bc-a691-4927-bf17-569e4be822f3","12/1/2005 12:00:00 AM"
"533","4400 March Road","","Kanata","Ontario","Canada","K2L 1H5","43484cd9-ad5b-41f4-a9cc-ddfbac4b5aa5","11/1/2005 12:00:00 AM"
"534","Depot 80","","Sillery","Quebec","Canada","G1T","3178440d-5c3a-48f2-af6b-0a607774e265","8/1/2005 12:00:00 AM"
"535","250 Kingsbridge Garden Circle","","Mississauga","Ontario","Canada","L5B 3V4","9771494e-9053-40f2-84a5-e0d108deefed","11/1/2005 12:00:00 AM"
"536","No. 2000-25080 Beaver Hall Hill","","Quebec","Quebec","Canada","G1R","0c38c439-4562-4e37-8f23-aff2c9005c38","9/1/2006 12:00:00 AM"
"537","No. 25800-130 King Street West","","Toronto","Ontario","Canada","M4B 1V5","c2bcdaec-366c-489c-bf43-8cc2881179f3","9/1/2005 12:00:00 AM"
"538","25 Danger Street West","Floor 7","Toronto","Ontario","Canada","M4B 1V5","10b2404c-f0af-409c-af5d-0218beb03d0d","8/1/2007 12:00:00 AM"
"539","6th Floor, 25st Canadian Place","","Toronto","Ontario","Canada","M4B 1V5","d51784c0-cc77-48c2-8fa6-75405f3e35b9","8/1/2005 12:00:00 AM"
"540","254 Colonnade Road","","Nepean","Ontario","Canada","K2J 2W5","1c97f465-f2af-4d34-be8c-7afdad119425","8/1/2005 12:00:00 AM"
"541","25981 College Street","","Montreal","Quebec","Canada","H1Y 2H5","af56d631-eb1c-4716-a89b-88bc4ae04b93","8/1/2006 12:00:00 AM"
"542","5 place Ville-Marie","","Montreal","Quebec","Canada","H1Y 2H7","b242b256-254b-4624-b3af-bf0058bb0b7b","9/1/2006 12:00:00 AM"
"543","6030 Conroy Road","","Ottawa","Ontario","Canada","K4B 1S3","aa8f3ecb-c454-448b-b774-ff9cdf01e629","9/1/2006 12:00:00 AM"
"544","30025 Wayburne Drive, Suite 275","","Burnaby","British Columbia","Canada","V5G 4W1","4c65a591-c6b0-43d8-8faf-f4b1cb9953e1","9/1/2005 12:00:00 AM"
"545","999 West Georgia St.","","Vancouver","Ontario","Canada","V5T 1Y9","9d35f3c2-966e-4b3b-8d29-0e6ab8def01b","9/1/2006 12:00:00 AM"
"546","250333 Southport Road, S.W.","","Calgary","Alberta","Canada","T2P 2G8","11d29e3f-d9b2-4e24-ac01-eeba72da4ddf","8/1/2007 12:00:00 AM"
"547","7000 Victoria Park Avenue","","Toronto","Ontario","Canada","M4B 1V4","28125ec3-fdc2-45d8-93b3-cd7db2113424","9/1/2007 12:00:00 AM"
"548","63 Free St.","","Toronto","Ontario","Canada","M4B 1V4","5649c5d8-1798-4622-95bf-dc7e581284a0","9/1/2005 12:00:00 AM"
"549","609 Evans Avenue","","Toronto","Ontario","Canada","M4B 1V4","dcf9c9b5-a7b6-4383-9480-1f84130b5f8b","9/1/2006 12:00:00 AM"
"550","2520 Flanders Road","","Toronto","Ontario","Canada","M4B 1V4","a1d478e6-76da-445f-a924-0b5dee3c7cbb","8/1/2006 12:00:00 AM"
"551","32605 West 252 Mile Road, Suite 250","","Aurora","Ontario","Canada","L4G 7N6","e7567a62-3acf-4f0b-b202-e28b92de689a","9/1/2006 12:00:00 AM"
"552","25730, boul. St-R?gis","","Dorval","Quebec","Canada","H9P 1H1","6832a3bd-56ec-42fe-8b4c-6bfd09f89eb4","6/1/2008 12:00:00 AM"
"553","253131 Lake Frasier Drive, Office No. 2","","Calgary","Alberta","Canada","T2P 2G8","ef7b5bd3-3a04-4a09-a0d2-02b98e3333dc","8/1/2005 12:00:00 AM"
"554","9984 Wellington Street","","Ottawa","Ontario","Canada","K4B 1S2","6e0797c9-fd43-418f-a5fe-8683292b95fe","8/1/2006 12:00:00 AM"
"555","9950 Ferrand Drive, 9th Floor","","Toronto","Ontario","Canada","M4B 1V4","32890831-931e-44ad-801b-41b1ad862eca","9/1/2005 12:00:00 AM"
"556","990th Floor 700 De La GauchetiSre Ou","","Montreal","Quebec","Canada","H1Y 2H3","87846d7c-ab01-41c6-a4cc-fad06d74d11b","7/1/2005 12:00:00 AM"
"557","660 Saint-Jacques, Bureau 400","","Montreal","Quebec","Canada","H1Y 2H8","dce88c1f-8bfe-4306-ba02-50446466c5e5","9/1/2006 12:00:00 AM"
"558","67255 - 8th Street N.E., Suite 350","","Calgary","Alberta","Canada","T2P 2G8","da596abb-b3af-48ec-a082-9e94cd870a5f","12/1/2006 12:00:00 AM"
"559","12345 Sterling Avenue","","Irving","Texas","United States","75061","0d39391c-a319-486b-ac9e-5863795d6675","9/1/2005 12:00:00 AM"
"560","800 Interchange Blvd.","Suite 2501","Austin","Texas","United States","78701","5790365c-da3c-43bc-93d3-99104c038b71","7/1/2006 12:00:00 AM"
"561","90025 Sterling St","","Irving","Texas","United States","75061","c1ca3287-f642-44da-bba1-8ab47e1907dd","9/1/2006 12:00:00 AM"
"562","2505 Gateway Drive","","North Sioux City","South Dakota","United States","57049","57a5e455-526c-402a-bc5d-ee613bf58372","8/1/2005 12:00:00 AM"
"563","74400 France Avenue South","","Edina","Minnesota","United States","55436","a1841d05-cabd-4453-96e4-9b1e95ca2bc2","9/1/2006 12:00:00 AM"
"564","509 Nafta Boulevard","","Laredo","Texas","United States","78040","f9a8a87a-152f-4204-b5d2-dbcb8da1c13b","8/1/2005 12:00:00 AM"
"565","25149 Howard Dr","","West Chicago","Illinois","United States","60185","f4915606-499d-477d-8309-e8f92e9d8fe3","9/1/2005 12:00:00 AM"
"566","63 W Monroe","","Chicago","Illinois","United States","60610","61113716-53e4-4faa-a5a2-247b03f0f9c6","11/1/2005 12:00:00 AM"
"567","Corporate Office","","Garland","Texas","United States","75040","10cc0938-b0af-42e0-9176-564321c68787","9/1/2005 12:00:00 AM"
"568","25269 N. Wood Dale Rd","","Wood Dale","Illinois","United States","60191","e863927d-49fb-47ab-9ca6-a5f36d082b66","9/1/2005 12:00:00 AM"
"569","Sapp Road West","","Round Rock","Texas","United States","78664","b7ea2783-866e-4ad9-945c-914b674ad2cd","9/1/2005 12:00:00 AM"
"570","52500 Liberty Way","","Fort Worth","Texas","United States","76102","f5a1147f-761f-4577-bb48-bbef73b4a27f","7/1/2006 12:00:00 AM"
"571","25550 Executive Dr","","Elgin","Illinois","United States","60120","8caf52b2-d3e2-4a5f-a704-874768007f38","12/1/2005 12:00:00 AM"
"572","P.O. Box 6256916","","Dallas","Texas","United States","75201","206e0ff7-e120-4845-acb4-a4443ebf6429","9/1/2007 12:00:00 AM"
"573","25269 Wood Dale Rd.","","Wood Dale","Illinois","United States","60191","e4c1153e-6c1a-45df-addb-80fac429fa3f","11/1/2005 12:00:00 AM"
"574","Po Box 8259024","","Dallas","Texas","United States","75201","9794b438-2e91-4699-85df-5fcf98210ac1","9/1/2006 12:00:00 AM"
"575","42500 W 76th St","","Chicago","Illinois","United States","60610","cd335652-0913-40ea-9ae0-323066fc04f0","9/1/2006 12:00:00 AM"
"576","4255 East Lies Road","","Carol Stream","Illinois","United States","60188","c1a9793e-50b5-431c-82dd-8b36acc9ac4e","11/1/2005 12:00:00 AM"
"577","2500 North Stemmons Freeway","","Dallas","Texas","United States","75201","c91ed16c-4407-4eed-a241-c8327e5e50c2","9/1/2006 12:00:00 AM"
"578","220 Mercy Drive","","Garland","Texas","United States","75040","791e9c8d-6c3a-4cfd-9f0a-c4a99424c268","7/1/2005 12:00:00 AM"
"579","25 N State St","","Chicago","Illinois","United States","60610","02d95901-41c1-4479-a04f-9ffb5a2675e3","7/1/2006 12:00:00 AM"
"580","2509 W. Frankford","","Carrollton","Texas","United States","75006","a0dbc338-cf0e-4962-9fbf-63220aeca66e","7/1/2006 12:00:00 AM"
"581","Po Box 8035996","","Dallas","Texas","United States","75201","cc8321ba-c938-4765-8175-9126d432957f","9/1/2007 12:00:00 AM"
"582","5700 Legacy Dr","","Plano","Texas","United States","75074","08ebf5a9-2171-433e-85b8-56fff949d041","9/1/2007 12:00:00 AM"
"583","625 W Jackson Blvd. Unit 2502","","Chicago","Illinois","United States","60610","a35c7ac7-5ae8-43d9-92e7-180d78a9a7b8","3/1/2007 12:00:00 AM"
"584","250880 Baur Blvd","","Saint Louis","Missouri","United States","63103","ed1ee7da-5087-4e7a-b019-7782742bc451","7/1/2007 12:00:00 AM"
"585","Noah Lane","","Chicago","Illinois","United States","60610","e9408fbb-1c28-4923-9d85-2dfadb3b4b6b","8/1/2006 12:00:00 AM"
"586","6030 Robinson Road","","Jefferson City","Missouri","United States","65101","35b2fb0c-60ea-48f2-814a-f6813242858e","9/1/2005 12:00:00 AM"
"587","25500 Old Spanish Trail","","Houston","Texas","United States","77003","9a71e3c4-caea-4c5c-a146-5b85a513d82f","8/1/2005 12:00:00 AM"
"588","99828 Routh Street, Suite 825","","Dallas","Texas","United States","75201","180f5a76-930d-4b70-9d70-7aa3e49bb71e","8/1/2005 12:00:00 AM"
"589","One Dancing, Rr No. 25","Box 8033","Round Rock","Texas","United States","78664","a514f151-6b2d-452c-a983-d68aed9e112e","9/1/2005 12:00:00 AM"
"590","9995 West Central Entrance","","Duluth","Minnesota","United States","55802","86553e06-3bf8-4c21-8e40-ae95309c4b3e","7/1/2006 12:00:00 AM"
"591","48255 I-10 E. @ Eastpoint Blvd.","","Baytown","Texas","United States","77520","8d604ca1-2f01-46c1-9041-39915144b446","9/1/2006 12:00:00 AM"
"592","9903 Highway 6 South","","Houston","Texas","United States","77003","ce585616-c47c-4bd4-8d71-1755b6417770","7/1/2005 12:00:00 AM"
"593","2345 North Freeway","","Houston","Texas","United States","77003","74e5959f-4c5f-4bda-abcf-429762e1670d","8/1/2005 12:00:00 AM"
"594","123 W. Lake Ave.","","Peoria","Illinois","United States","61606","c9f2b21e-3edb-4315-aa03-8adde7d8a598","8/1/2006 12:00:00 AM"
"595","660 Lindbergh","","Saint Louis","Missouri","United States","63103","012d17ba-c426-40c2-a9fd-85093e2ceb8a","9/1/2006 12:00:00 AM"
"596","72540 Blanco Rd.","","San Antonio","Texas","United States","78204","5ec50e4c-3026-4bd5-9a15-00776ad22eec","8/1/2005 12:00:00 AM"
"597","99450 Highway 59 North","","Humble","Texas","United States","77338","3bd8466e-2a52-4661-8460-50736409ee8a","8/1/2006 12:00:00 AM"
"598","455 256th St.","","Moline","Illinois","United States","61265","fbedd917-c269-4e36-a791-58b35f34b107","8/1/2005 12:00:00 AM"
"599","70 N.W. Plaza","","Saint Ann","Missouri","United States","63074","4735a716-33c4-4366-bcc0-410bceef3e2c","8/1/2007 12:00:00 AM"
"600","25095 W. Florissant","","Ferguson","Missouri","United States","63135","1a51283c-12bb-462e-a1b8-a0039c18e6d8","8/1/2005 12:00:00 AM"
"601","6996 South Lindbergh","","Saint Louis","Missouri","United States","63103","a8f4d544-a137-4775-b6c9-7c85a12a4ddc","8/1/2006 12:00:00 AM"
"602","6425 Nw Loop 410","","San Antonio","Texas","United States","78204","6241806c-c9cc-46aa-a91f-b663c7e0c8bb","9/1/2006 12:00:00 AM"
"603","9500b E. Central Texas Expressway","","Killeen","Texas","United States","76541","0e6e9e86-a637-4fd5-a945-ac342bfd715b","8/1/2007 12:00:00 AM"
"604","1200 First Ave.","","Joliet","Illinois","United States","60433","79972b72-7d84-4a33-ae27-44a5efaef39d","9/1/2007 12:00:00 AM"
"605","7760 N. Pan Am Expwy","","San Antonio","Texas","United States","78204","6c3da38c-887d-410c-b022-8f2bf2db3339","9/1/2005 12:00:00 AM"
"606","99433 S. Greenbay Rd.","","Racine","Wisconsin","United States","53182","48f98b9b-cf62-4a87-95e8-44da6aac6f97","9/1/2005 12:00:00 AM"
"607","25220 Airline Road","","Corpus Christi","Texas","United States","78404","6e7fe435-895a-4e65-913b-2ad21cf4ce6d","8/1/2006 12:00:00 AM"
"608","25306 Harvey Rd.","","College Station","Texas","United States","77840","49d7554e-852f-4d68-81b5-44c7a615f117","8/1/2006 12:00:00 AM"
"609","3900 S. 997th St.","","Milwaukee","Wisconsin","United States","53202","7394624a-5ca8-4adc-923c-235d971514b8","9/1/2005 12:00:00 AM"
"610","44025 W. Empire","","Denby","South Dakota","United States","57716","8afb400f-1fe5-460d-bc56-4a7bf801b41b","9/1/2007 12:00:00 AM"
